Timestamp_Min,Downlink_Throughput_Mbps,Uplink_Throughput_Mbps,Active_Users,Energy_Consumption_Watt,QoS_Drop_Rate_Fraction,External_Temp_C
533,463.9,92.8,154,2342.5,0.0008,33.0
534,484.0,96.0,168,2409.3,0.0009,33.0
535,473.3,97.0,160,2372.7,0.0002,33.0
536,467.8,93.0,163,2367.5,0.0004,33.0
537,470.5,93.3,155,2385.1,0.0008,33.0
538,475.2,96.0,158,2340.4,0.0005,33.0
539,476.1,95.5,155,2405.6,0.0007,33.0
540,466.0,91.6,153,2327.8,0.0003,33.0
541,468.9,94.2,165,2363.1,0.001,33.0
542,496.3,98.5,167,2427.1,0.0001,33.0
543,475.0,95.7,164,2382.4,0.0006,33.0
544,461.5,92.3,153,2320.2,0.0009,33.0
545,491.8,99.1,169,2422.1,0.0002,33.0
546,494.8,100.0,161,2415.3,0.0002,33.0
547,493.8,98.7,163,2423.9,0.0009,33.0
548,481.6,95.9,163,2421.6,0.0005,33.0
549,478.7,95.5,164,2400.2,0.0008,33.0
550,481.3,97.2,159,2376.2,0.0002,33.0
551,485.1,97.4,166,2413.8,0.0003,33.0
552,490.2,98.1,160,2461.1,0.0001,33.0
553,474.9,95.0,161,2380.6,0.0009,33.0
554,467.6,94.3,160,2372.8,0.0003,33.0
555,489.9,98.1,166,2403.0,0.0001,33.0
556,494.9,98.2,170,2467.0,0.0009,33.0
557,495.5,100.0,164,2417.5,0.0007,33.0
558,503.0,99.9,168,2469.5,0.0004,33.0
559,495.2,97.8,163,2448.0,0.0004,33.0
560,488.3,97.7,179,2475.5,0.0005,33.0
561,503.1,100.0,166,2456.0,0.0004,33.0
562,496.2,99.4,166,2448.6,0.0008,33.0
563,511.1,100.0,168,2484.0,0.0003,33.0
564,499.2,100.0,163,2455.5,0.0004,33.0
565,486.7,96.6,163,2429.2,0.0004,33.0
566,502.2,100.0,169,2480.8,0.0006,33.0
567,490.7,96.7,164,2423.9,0.0008,33.0
568,490.7,97.8,168,2417.6,0.0009,33.0
569,494.4,97.3,171,2427.2,0.0001,33.0
570,487.0,98.7,162,2433.4,0.0001,33.0
571,488.7,94.7,155,2435.1,0.0003,33.0
572,493.3,97.6,163,2425.8,0.0009,33.0
573,496.3,98.8,158,2410.4,0.0001,32.9
574,497.3,98.9,172,2451.3,0.0009,32.9
575,507.9,100.0,172,2506.3,0.0007,32.9
576,509.3,100.0,165,2500.8,0.0007,32.9
577,517.6,100.0,173,2499.7,0.0003,32.9
578,506.9,100.0,172,2429.2,0.0009,32.9
579,486.4,98.4,158,2435.8,0.0008,32.9
580,499.1,99.6,159,2442.0,0.0001,32.9
581,514.3,100.0,169,2504.8,0.0002,32.9
582,509.1,100.0,169,2435.3,0.0004,32.9
583,501.2,99.9,161,2466.9,0.0005,32.9
584,516.9,100.0,165,2485.6,0.0007,32.9
585,515.9,100.0,160,2491.3,0.001,32.9
586,502.9,100.0,164,2491.3,0.0005,32.9
587,507.5,100.0,157,2444.9,0.0003,32.9
588,521.4,100.0,180,2519.5,0.0007,32.9
589,524.3,100.0,177,2571.8,0.0004,32.9
590,517.7,100.0,173,2527.2,0.0007,32.9
591,502.9,100.0,160,2436.2,0.0003,32.9
592,517.0,100.0,169,2510.8,0.0005,32.9
593,522.6,100.0,172,2497.7,0.0007,32.9
594,534.2,100.0,191,2613.9,0.0007,32.9
595,525.5,100.0,176,2535.0,0.0007,32.9
596,524.7,100.0,177,2531.3,0.0001,32.9
597,511.8,100.0,171,2498.6,0.0009,32.8
598,496.3,97.9,163,2427.5,0.0003,32.8
599,521.3,100.0,182,2540.5,0.0008,32.8
600,504.6,100.0,179,2515.1,0.0007,32.8
601,522.1,100.0,186,2565.3,0.0008,32.8
602,509.6,100.0,169,2458.7,0.0008,32.8
603,506.8,100.0,167,2447.6,0.0007,32.8
604,521.2,100.0,176,2513.9,0.001,32.8
605,507.6,100.0,170,2486.2,0.0009,32.8
606,512.5,100.0,181,2506.7,0.0006,32.8
607,535.8,100.0,182,2578.8,0.0008,32.8
608,518.2,100.0,165,2481.7,0.0008,32.8
609,512.0,100.0,176,2492.4,0.0004,32.8
610,534.4,100.0,179,2589.0,0.0004,32.8
611,521.3,100.0,172,2510.6,0.0007,32.8
612,513.8,100.0,169,2510.0,0.001,32.8
613,520.6,100.0,171,2486.3,0.0007,32.7
614,519.6,100.0,167,2498.4,0.0009,32.7
615,526.4,100.0,183,2552.4,0.0008,32.7
616,523.9,100.0,173,2519.1,0.0004,32.7
617,506.4,99.8,172,2475.5,0.0005,32.7
618,525.2,100.0,184,2530.1,0.0002,32.7
619,534.9,100.0,184,2557.6,0.0004,32.7
620,526.2,100.0,180,2531.8,0.0005,32.7
621,529.2,100.0,181,2497.7,0.0005,32.7
622,535.5,100.0,178,2538.8,0.0005,32.7
623,543.0,100.0,178,2581.5,0.0005,32.7
624,511.7,100.0,166,2459.6,0.0001,32.7
625,528.8,100.0,178,2564.3,0.0002,32.7
626,541.3,100.0,179,2574.4,0.0003,32.7
627,531.3,100.0,167,2539.6,0.0009,32.6
628,537.6,100.0,189,2593.7,0.0004,32.6
629,534.0,100.0,176,2554.3,0.0003,32.6
630,533.9,100.0,175,2521.1,0.0005,32.6
631,526.9,100.0,174,2532.7,0.0008,32.6
632,524.3,100.0,170,2521.2,0.0009,32.6
633,519.6,100.0,179,2534.0,0.0002,32.6
634,535.0,100.0,176,2556.3,0.0002,32.6
635,517.1,100.0,172,2506.9,0.0001,32.6
636,531.6,100.0,183,2583.6,0.0001,32.6
637,534.8,100.0,176,2527.5,0.0003,32.6
638,522.9,100.0,179,2540.0,0.0004,32.5
639,517.9,100.0,161,2516.4,0.0005,32.5
640,506.7,100.0,169,2460.8,0.0009,32.5
641,543.5,100.0,186,2576.1,0.0008,32.5
642,523.4,100.0,173,2517.7,0.0001,32.5
643,554.4,100.0,182,2662.6,0.0007,32.5
644,535.5,100.0,172,2561.7,0.0008,32.5
645,545.4,100.0,188,2602.4,0.0004,32.5
646,535.3,100.0,181,2563.2,0.0001,32.5
647,517.6,100.0,176,2539.6,0.0008,32.5
648,544.6,100.0,191,2597.0,0.0008,32.5
649,541.5,100.0,187,2577.8,0.0008,32.4
650,543.0,100.0,180,2539.2,0.0006,32.4
651,531.3,100.0,177,2539.8,0.001,32.4
652,544.8,100.0,175,2605.4,0.0007,32.4
653,556.8,100.0,180,2654.3,0.0006,32.4
654,544.9,100.0,187,2563.6,0.0004,32.4
655,520.4,100.0,183,2525.8,0.0004,32.4
656,540.3,100.0,185,2594.2,0.001,32.4
657,526.3,100.0,177,2551.0,0.0007,32.4
658,544.1,100.0,187,2601.9,0.0004,32.4
659,532.5,100.0,168,2528.0,0.0001,32.3
660,538.0,100.0,179,2572.7,0.0005,32.3
661,533.3,100.0,173,2511.2,0.0006,32.3
662,519.6,100.0,173,2493.3,0.0007,32.3
663,526.7,100.0,172,2500.0,0.0002,32.3
664,536.0,100.0,185,2576.8,0.001,32.3
665,546.4,100.0,183,2606.0,0.001,32.3
666,555.7,100.0,182,2637.7,0.0006,32.3
667,541.3,100.0,186,2628.5,0.0006,32.3
668,539.0,100.0,178,2575.5,0.0005,32.2
669,543.0,100.0,171,2546.0,0.0008,32.2
670,553.9,100.0,183,2625.6,0.001,32.2
671,552.2,100.0,181,2601.1,0.0007,32.2
672,544.3,100.0,175,2565.2,0.0007,32.2
673,554.1,100.0,174,2615.7,0.0005,32.2
674,539.8,100.0,181,2559.1,0.0004,32.2
675,528.9,100.0,179,2572.0,0.0007,32.2
676,542.1,100.0,181,2584.5,0.0005,32.1
677,546.0,100.0,180,2607.5,0.0001,32.1
678,562.0,100.0,195,2615.5,0.0005,32.1
679,511.1,100.0,182,2483.1,0.0003,32.1
680,525.2,100.0,182,2564.7,0.0006,32.1
681,551.7,100.0,184,2608.2,0.0004,32.1
682,553.5,100.0,182,2635.4,0.001,32.1
683,529.2,100.0,174,2521.8,0.0005,32.1
684,552.3,100.0,189,2600.0,0.0001,32.0
685,545.5,100.0,184,2568.8,0.0008,32.0
686,547.2,100.0,184,2570.8,0.0002,32.0
687,553.3,100.0,180,2605.8,0.0002,32.0
688,547.4,100.0,179,2617.9,0.0005,32.0
689,557.3,100.0,186,2643.3,0.0008,32.0
690,548.4,100.0,179,2570.7,0.0007,32.0
691,553.3,100.0,188,2615.3,0.001,32.0
692,548.3,100.0,183,2615.8,0.0005,31.9
693,555.3,100.0,187,2620.6,0.0005,31.9
694,548.2,100.0,188,2625.4,0.0007,31.9
695,561.6,100.0,188,2632.2,0.0006,31.9
696,558.3,100.0,185,2644.0,0.0009,31.9
697,543.8,100.0,187,2614.4,0.0003,31.9
698,539.9,100.0,178,2560.8,0.0001,31.9
699,561.1,100.0,187,2590.6,0.001,31.8
700,548.9,100.0,186,2620.2,0.0003,31.8
701,545.7,100.0,186,2587.1,0.0006,31.8
702,543.7,100.0,178,2584.5,0.0008,31.8
703,554.8,100.0,191,2595.9,0.0003,31.8
704,557.4,100.0,188,2622.0,0.0003,31.8
705,569.2,100.0,188,2663.6,0.001,31.8
706,539.2,100.0,180,2633.2,0.0007,31.7
707,548.9,100.0,178,2614.8,0.0007,31.7
708,545.2,100.0,179,2590.1,0.0008,31.7
709,564.4,100.0,181,2648.6,0.0002,31.7
710,537.5,100.0,179,2582.6,0.0004,31.7
711,531.6,100.0,172,2561.4,0.0008,31.7
712,545.0,100.0,178,2577.0,0.0002,31.7
713,549.4,100.0,179,2622.4,0.0005,31.6
714,533.7,100.0,169,2519.0,0.0004,31.6
715,546.6,100.0,183,2583.9,0.0006,31.6
716,547.4,100.0,185,2625.0,0.0002,31.6
717,535.3,100.0,169,2511.5,0.0002,31.6
718,533.4,100.0,182,2590.2,0.0005,31.6
719,548.2,100.0,177,2579.6,0.0008,31.6
720,556.6,100.0,187,2606.1,0.0005,31.5
721,549.4,100.0,186,2639.6,0.0007,31.5
722,545.8,100.0,184,2585.9,0.0006,31.5
723,534.3,100.0,173,2581.0,0.0008,31.5
724,549.9,100.0,185,2599.2,0.0007,31.5
725,544.4,100.0,181,2558.6,0.0007,31.5
726,560.4,100.0,180,2632.5,0.0006,31.4
727,553.2,100.0,179,2568.1,0.0002,31.4
728,532.3,100.0,178,2546.8,0.0002,31.4
729,560.5,100.0,188,2642.2,0.0006,31.4
730,545.7,100.0,178,2571.4,0.0003,31.4
731,554.2,100.0,184,2607.0,0.0002,31.4
732,553.9,100.0,182,2642.6,0.0007,31.3
733,554.3,100.0,183,2644.2,0.0008,31.3
734,542.4,100.0,180,2568.7,0.0005,31.3
735,535.7,100.0,179,2567.6,0.0004,31.3
736,544.1,100.0,174,2568.2,0.0003,31.3
737,558.1,100.0,183,2619.0,0.0003,31.3
738,567.5,100.0,187,2657.3,0.0003,31.2
739,554.1,100.0,178,2560.2,0.0003,31.2
740,544.2,100.0,186,2585.3,0.0004,31.2
741,557.7,100.0,183,2620.7,0.0009,31.2
742,538.7,100.0,183,2570.2,0.0009,31.2
743,529.0,100.0,174,2547.4,0.0003,31.2
744,545.7,100.0,190,2637.6,0.0002,31.1
745,535.7,100.0,186,2586.8,0.0003,31.1
746,544.9,100.0,191,2623.5,0.0001,31.1
747,552.0,100.0,181,2604.4,0.0009,31.1
748,541.6,100.0,180,2588.8,0.0006,31.1
749,567.0,100.0,191,2656.2,0.0006,31.1
750,553.4,100.0,183,2615.8,0.0007,31.0
751,530.0,100.0,180,2552.6,0.0001,31.0
752,553.5,100.0,187,2649.6,0.0009,31.0
753,550.6,100.0,185,2588.2,0.0006,31.0
754,546.6,100.0,180,2598.4,0.0005,31.0
755,532.8,100.0,178,2553.0,0.0009,31.0
756,532.6,100.0,182,2528.6,0.0001,30.9
757,555.6,100.0,187,2625.6,0.0003,30.9
758,543.6,100.0,181,2597.6,0.001,30.9
759,529.1,100.0,183,2521.2,0.0005,30.9
760,544.1,100.0,181,2576.7,0.0002,30.9
761,546.8,100.0,186,2585.1,0.0009,30.8
762,536.9,100.0,178,2582.5,0.0001,30.8
763,533.1,100.0,176,2538.8,0.0003,30.8
764,555.8,100.0,186,2620.7,0.0009,30.8
765,545.9,100.0,183,2583.5,0.001,30.8
766,550.3,100.0,190,2624.0,0.0003,30.8
767,538.3,100.0,170,2545.7,0.0004,30.7
768,548.0,100.0,186,2617.5,0.0009,30.7
769,524.8,100.0,169,2507.5,0.001,30.7
770,534.5,100.0,180,2521.2,0.0002,30.7
771,556.1,100.0,194,2606.1,0.0001,30.7
772,576.5,100.0,194,2687.9,0.0005,30.6
773,536.8,100.0,179,2578.1,0.0004,30.6
774,555.6,100.0,177,2585.8,0.0001,30.6
775,558.7,100.0,193,2650.1,0.0007,30.6
776,544.7,100.0,187,2610.4,0.0005,30.6
777,540.8,100.0,178,2587.9,0.0007,30.6
778,549.5,100.0,191,2614.0,0.001,30.5
779,548.8,100.0,174,2593.4,0.0005,30.5
780,540.6,100.0,168,2572.5,0.0008,30.5
781,528.1,100.0,169,2516.9,0.0007,30.5
782,542.1,100.0,168,2558.7,0.001,30.5
783,535.1,100.0,170,2527.0,0.0006,30.4
784,546.5,100.0,186,2602.6,0.0008,30.4
785,541.2,100.0,177,2593.8,0.0005,30.4
786,535.6,100.0,181,2591.0,0.0003,30.4
787,557.5,100.0,190,2634.6,0.0009,30.4
788,542.4,100.0,185,2594.9,0.0006,30.3
789,538.0,100.0,182,2610.1,0.0008,30.3
790,542.3,100.0,179,2591.5,0.0009,30.3
791,531.9,100.0,171,2505.8,0.0003,30.3
792,541.6,100.0,186,2610.1,0.0001,30.3
793,561.7,100.0,192,2653.3,0.0007,30.3
794,532.0,100.0,172,2524.9,0.0007,30.2
795,528.5,100.0,187,2548.7,0.0002,30.2
796,533.9,100.0,179,2535.4,0.0005,30.2
797,540.7,100.0,177,2601.7,0.0008,30.2
798,529.0,100.0,182,2527.3,0.0002,30.2
799,526.4,100.0,187,2562.7,0.0006,30.1
800,538.0,100.0,181,2534.1,0.0004,30.1
801,538.3,100.0,184,2576.5,0.001,30.1
802,537.2,100.0,181,2540.8,0.0003,30.1
803,547.6,100.0,180,2620.5,0.0009,30.1
804,552.0,100.0,187,2582.9,0.0004,30.0
805,545.5,100.0,180,2569.3,0.0004,30.0
806,539.0,100.0,180,2556.8,0.0009,30.0
807,524.8,100.0,172,2556.2,0.0006,30.0
808,533.0,100.0,187,2552.3,0.0008,30.0
809,528.7,100.0,169,2509.8,0.0004,29.9
810,545.4,100.0,189,2604.5,0.0004,29.9
811,526.0,100.0,173,2507.5,0.0002,29.9
812,518.6,100.0,171,2480.4,0.0007,29.9
813,547.7,100.0,185,2597.4,0.001,29.9
814,539.2,100.0,181,2580.9,0.0006,29.8
815,529.2,100.0,175,2557.5,0.0008,29.8
816,517.9,100.0,173,2522.6,0.0001,29.8
817,554.8,100.0,177,2594.3,0.0002,29.8
818,543.6,100.0,172,2554.6,0.0009,29.8
819,514.9,100.0,160,2456.7,0.0002,29.7
820,527.3,100.0,176,2567.3,0.0004,29.7
821,527.7,100.0,171,2524.1,0.0001,29.7
822,508.0,100.0,160,2457.6,0.0007,29.7
823,527.6,100.0,174,2518.4,0.0007,29.6
824,518.6,100.0,159,2486.3,0.0002,29.6
825,539.8,100.0,177,2588.8,0.0009,29.6
826,514.3,100.0,173,2490.9,0.0001,29.6
827,531.7,100.0,172,2553.7,0.0007,29.6
828,519.1,100.0,176,2496.8,0.0007,29.5
829,532.9,100.0,188,2533.7,0.0008,29.5
830,535.2,100.0,188,2605.0,0.0009,29.5
831,513.9,100.0,165,2496.6,0.0001,29.5
832,508.2,100.0,166,2497.7,0.0002,29.5
833,517.4,100.0,161,2454.8,0.0006,29.4
834,508.6,100.0,164,2508.7,0.0001,29.4
835,513.5,100.0,179,2496.5,0.0009,29.4
836,521.7,100.0,170,2513.3,0.001,29.4
837,519.2,100.0,180,2503.1,0.0003,29.4
838,521.6,100.0,163,2505.4,0.0007,29.3
839,504.8,100.0,166,2481.5,0.0006,29.3
840,516.5,100.0,178,2541.7,0.0006,29.3
841,513.7,100.0,161,2451.3,0.0001,29.3
842,518.8,100.0,165,2472.7,0.0005,29.3
843,495.8,100.0,163,2413.2,0.0009,29.2
844,498.4,100.0,163,2404.3,0.0001,29.2
845,500.3,100.0,156,2393.1,0.0007,29.2
846,500.6,99.0,165,2437.9,0.0007,29.2
847,515.2,100.0,168,2481.6,0.0008,29.1
848,520.4,100.0,163,2461.7,0.001,29.1
849,495.6,98.6,168,2430.8,0.0005,29.1
850,515.1,100.0,168,2478.1,0.0008,29.1
851,503.9,98.9,165,2430.5,0.0004,29.1
852,520.0,100.0,172,2503.5,0.0009,29.0
853,513.4,100.0,180,2514.6,0.0006,29.0
854,504.5,100.0,166,2449.7,0.0009,29.0
855,513.5,100.0,167,2479.1,0.0002,29.0
856,510.1,100.0,169,2493.9,0.001,29.0
857,510.9,100.0,159,2465.7,0.001,28.9
858,500.2,100.0,165,2421.0,0.0009,28.9
859,509.0,100.0,176,2516.7,0.0004,28.9
860,508.9,100.0,172,2515.5,0.0003,28.9
861,509.8,100.0,169,2491.7,0.0008,28.8
862,503.6,99.6,163,2435.2,0.0001,28.8
863,504.7,100.0,164,2483.9,0.0004,28.8
864,485.1,94.5,161,2416.5,0.0006,28.8
865,497.2,97.7,168,2453.9,0.0007,28.8
866,499.1,100.0,166,2436.4,0.0009,28.7
867,490.8,98.9,166,2458.7,0.0003,28.7
868,512.3,100.0,159,2475.5,0.0009,28.7
869,499.1,99.7,161,2429.0,0.0001,28.7
870,489.9,98.1,163,2432.5,0.0007,28.7
871,497.2,99.7,160,2420.3,0.0007,28.6
872,500.6,100.0,174,2501.5,0.0004,28.6
873,490.2,99.3,158,2396.8,0.0005,28.6
874,505.1,100.0,169,2491.5,0.0001,28.6
875,506.4,100.0,163,2453.5,0.0004,28.5
876,485.4,97.0,165,2430.7,0.0001,28.5
877,505.3,100.0,155,2476.8,0.0008,28.5
878,482.1,96.9,161,2428.0,0.001,28.5
879,506.3,100.0,167,2464.4,0.0008,28.5
880,491.9,98.9,165,2428.6,0.0002,28.4
881,481.1,97.1,161,2370.3,0.0006,28.4
882,492.7,99.7,169,2459.5,0.0006,28.4
883,492.7,100.0,169,2460.9,0.0004,28.4
884,474.2,95.9,152,2366.8,0.0002,28.3
885,497.6,98.3,171,2413.8,0.0008,28.3
886,481.0,95.3,152,2352.6,0.0005,28.3
887,498.1,97.9,163,2427.2,0.0008,28.3
888,480.1,94.3,161,2382.7,0.0006,28.3
889,478.3,96.1,156,2401.9,0.0006,28.2
890,479.2,96.1,160,2388.3,0.0005,28.2
891,456.5,92.8,162,2377.7,0.001,28.2
892,502.4,100.0,163,2459.5,0.0009,28.2
893,490.9,100.0,159,2440.8,0.0008,28.2
894,486.0,97.9,181,2456.0,0.0009,28.1
895,503.6,100.0,168,2457.2,0.0002,28.1
896,476.5,96.0,157,2371.6,0.0005,28.1
897,473.1,93.7,154,2372.0,0.0002,28.1
898,457.1,91.4,150,2318.7,0.0005,28.0
899,463.8,93.4,160,2362.0,0.001,28.0
900,468.1,92.3,163,2375.4,0.0006,28.0
901,469.7,93.6,155,2333.3,0.0001,28.0
902,473.1,93.6,156,2350.7,0.0007,28.0
903,474.8,95.2,158,2381.7,0.0004,27.9
904,471.3,93.3,157,2353.1,0.0006,27.9
905,485.1,96.9,161,2435.4,0.0009,27.9
906,488.5,96.8,163,2408.6,0.0001,27.9
907,463.3,92.5,158,2320.7,0.0007,27.8
908,472.5,93.5,157,2398.9,0.0007,27.8
909,477.0,93.6,155,2344.7,0.0009,27.8
910,457.6,90.7,163,2306.5,0.0004,27.8
911,467.2,94.7,149,2352.1,0.0001,27.8
912,458.9,93.9,164,2325.3,0.0005,27.7
913,455.5,92.0,160,2346.3,0.0009,27.7
914,464.2,92.8,150,2298.6,0.0008,27.7
915,471.1,94.7,152,2354.1,0.0006,27.7
916,468.8,94.4,156,2311.2,0.0002,27.7
917,469.9,92.1,155,2369.0,0.0006,27.6
918,466.6,92.9,152,2350.5,0.0002,27.6
919,472.4,94.9,159,2339.1,0.0002,27.6
920,469.3,94.1,157,2362.5,0.0001,27.6
921,443.8,87.7,148,2273.3,0.0002,27.5
922,455.9,92.1,142,2283.8,0.0004,27.5
923,446.0,87.8,148,2270.9,0.0003,27.5
924,470.1,94.4,155,2343.0,0.0003,27.5
925,454.4,91.2,154,2310.9,0.0008,27.5
926,443.7,90.0,147,2266.5,0.0006,27.4
927,456.9,92.4,155,2354.8,0.0008,27.4
928,454.6,91.0,146,2300.5,0.0004,27.4
929,463.0,91.7,154,2348.9,0.0007,27.4
930,454.0,90.2,136,2274.8,0.0003,27.3
931,469.4,94.3,160,2348.4,0.0002,27.3
932,454.4,90.2,141,2274.8,0.0004,27.3
933,431.7,86.0,145,2240.3,0.0007,27.3
934,468.2,94.6,153,2341.9,0.0001,27.3
935,448.6,90.3,147,2310.5,0.0007,27.2
936,432.6,87.4,148,2243.4,0.0003,27.2
937,434.2,85.0,156,2278.3,0.0008,27.2
938,438.3,88.8,159,2289.7,0.0009,27.2
939,442.3,85.9,143,2263.5,0.0009,27.2
940,431.7,89.1,144,2241.1,0.0009,27.1
941,429.9,86.0,148,2252.5,0.0002,27.1
942,432.7,86.7,140,2232.3,0.0002,27.1
943,450.5,90.6,146,2329.3,0.0002,27.1
944,429.5,86.1,145,2227.6,0.0003,27.0
945,420.5,82.4,145,2186.0,0.0007,27.0
946,430.0,85.6,146,2227.3,0.0004,27.0
947,441.9,87.7,144,2245.5,0.0003,27.0
948,441.5,89.1,143,2275.4,0.0003,27.0
949,420.7,83.7,148,2241.1,0.0001,26.9
950,428.7,83.9,145,2262.0,0.0009,26.9
951,429.2,85.3,144,2235.9,0.0004,26.9
952,439.7,87.8,144,2261.9,0.0006,26.9
953,439.1,86.5,143,2260.2,0.0007,26.9
954,413.6,82.6,137,2190.8,0.0008,26.8
955,422.9,85.1,143,2247.1,0.0001,26.8
956,415.7,84.2,133,2165.6,0.0006,26.8
957,402.4,81.5,135,2168.9,0.0005,26.8
958,426.5,85.1,146,2223.8,0.0003,26.7
959,419.3,84.0,149,2198.8,0.0006,26.7
960,410.8,81.7,131,2153.8,0.0001,26.7
961,435.8,87.5,148,2261.0,0.0007,26.7
962,415.5,84.4,133,2184.3,0.0006,26.7
963,435.3,87.2,146,2258.3,0.0003,26.6
964,412.3,82.9,141,2208.1,0.0006,26.6
965,427.5,84.2,144,2186.9,0.0003,26.6
966,410.8,80.9,138,2173.2,0.001,26.6
967,413.5,83.7,134,2168.6,0.0005,26.6
968,413.9,84.5,127,2187.2,0.0003,26.5
969,433.9,85.8,144,2239.5,0.0004,26.5
970,408.1,82.4,129,2183.1,0.0008,26.5
971,405.0,80.6,125,2161.0,0.0007,26.5
972,410.3,81.3,138,2182.9,0.0005,26.5
973,426.7,85.8,140,2221.2,0.0009,26.4
974,419.5,83.6,146,2201.4,0.0004,26.4
975,412.4,80.7,141,2197.8,0.0003,26.4
976,405.4,81.5,140,2146.5,0.0004,26.4
977,400.9,79.1,135,2166.5,0.0005,26.4
978,397.5,79.3,128,2124.2,0.0008,26.3
979,414.3,83.0,137,2192.2,0.0008,26.3
980,392.0,76.8,130,2078.4,0.0007,26.3
981,427.1,85.8,143,2214.1,0.0007,26.3
982,409.0,81.7,130,2185.9,0.0005,26.2
983,409.6,82.9,132,2172.0,0.0005,26.2
984,421.5,84.0,127,2173.2,0.0004,26.2
985,394.5,78.3,131,2146.9,0.0002,26.2
986,393.9,77.2,128,2123.8,0.0005,26.2
987,392.7,79.1,140,2118.5,0.0006,26.1
988,408.5,81.6,139,2175.3,0.0009,26.1
989,411.9,80.8,137,2170.0,0.0002,26.1
990,392.1,78.9,127,2106.6,0.0005,26.1
991,391.7,77.9,132,2133.3,0.0007,26.1
992,381.3,76.0,122,2020.5,0.0005,26.0
993,410.3,82.6,137,2152.7,0.0003,26.0
994,399.2,79.7,133,2178.0,0.0009,26.0
995,401.4,80.1,132,2136.8,0.0008,26.0
996,401.3,78.3,141,2126.7,0.0007,26.0
997,389.1,78.0,134,2120.1,0.0005,25.9
998,370.2,73.2,128,2043.7,0.0001,25.9
999,379.4,72.9,122,2058.5,0.0001,25.9
1000,393.7,81.1,118,2089.4,0.0006,25.9
1001,372.5,74.0,125,2073.9,0.001,25.9
1002,392.9,79.2,134,2085.3,0.0007,25.8
1003,383.2,75.2,128,2100.3,0.0009,25.8
1004,374.0,74.5,122,2028.1,0.0002,25.8
1005,393.4,78.3,134,2135.7,0.0002,25.8
1006,384.1,78.9,137,2105.9,0.0008,25.8
1007,392.1,77.8,134,2127.0,0.0009,25.7
1008,379.1,76.0,118,2028.2,0.0005,25.7
1009,377.5,74.7,126,2066.7,0.0006,25.7
1010,372.2,73.9,122,2037.6,0.001,25.7
1011,371.7,74.7,120,2070.7,0.0003,25.7
1012,382.5,77.8,126,2101.8,0.0007,25.7
1013,380.3,77.0,134,2084.4,0.0001,25.6
1014,383.0,76.9,135,2091.6,0.0006,25.6
1015,377.2,77.4,123,2036.3,0.0003,25.6
1016,366.3,74.1,116,2066.7,0.001,25.6
1017,356.4,70.5,122,1990.2,0.0008,25.6
1018,364.0,73.8,116,2005.9,0.0009,25.5
1019,367.6,75.1,122,2086.0,0.0005,25.5
1020,370.0,73.7,139,2090.2,0.0004,25.5
1021,361.3,73.4,123,2012.0,0.0001,25.5
1022,363.9,72.7,108,2019.7,0.0005,25.5
1023,374.3,74.4,127,2054.8,0.0007,25.4
1024,365.6,73.8,120,2045.1,0.0001,25.4
1025,363.8,72.3,121,2041.3,0.0004,25.4
1026,347.6,68.0,113,1959.5,0.0002,25.4
1027,355.4,70.3,111,1988.1,0.0003,25.4
1028,369.1,74.2,128,2072.3,0.0006,25.4
1029,352.8,70.5,114,1967.3,0.0006,25.3
1030,340.5,68.7,118,1923.7,0.0008,25.3
1031,345.6,68.7,112,1937.7,0.0002,25.3
1032,369.0,76.7,127,2082.6,0.0003,25.3
1033,347.2,69.5,114,1957.5,0.0005,25.3
1034,336.7,68.7,106,1941.8,0.001,25.2
1035,356.4,70.6,120,2031.5,0.0006,25.2
1036,348.1,68.2,121,1995.9,0.0009,25.2
1037,352.1,69.6,112,1990.5,0.001,25.2
1038,330.7,66.0,109,1919.3,0.001,25.2
1039,338.8,68.2,102,1924.7,0.0005,25.2
1040,339.7,67.2,106,1931.1,0.0006,25.1
1041,341.3,69.1,117,1956.0,0.0003,25.1
1042,330.3,67.5,115,1893.4,0.0009,25.1
1043,351.9,69.2,115,1999.7,0.0001,25.1
1044,319.1,62.4,111,1882.7,0.0003,25.1
1045,346.2,69.1,112,1957.8,0.0005,25.0
1046,349.3,70.4,116,2013.5,0.0009,25.0
1047,339.3,68.7,114,1982.9,0.0008,25.0
1048,331.3,67.2,117,1928.1,0.0006,25.0
1049,338.0,66.5,111,1933.8,0.0001,25.0
1050,325.4,65.2,105,1914.4,0.0003,25.0
1051,350.6,69.3,114,1983.0,0.001,24.9
1052,292.5,59.1,99,1790.9,0.0007,24.9
1053,330.4,65.8,114,1907.1,0.0007,24.9
1054,330.3,66.8,110,1955.1,0.0007,24.9
1055,322.3,64.5,102,1870.9,0.0002,24.9
1056,316.7,61.6,105,1910.5,0.0002,24.9
1057,337.7,69.1,115,1905.3,0.0004,24.8
1058,337.1,68.2,120,1949.0,0.0001,24.8
1059,336.0,66.7,107,1945.2,0.0004,24.8
1060,327.8,64.8,110,1939.2,0.0005,24.8
1061,322.0,65.2,104,1884.1,0.0002,24.8
1062,318.6,63.9,98,1854.5,0.0005,24.8
1063,298.5,61.1,102,1816.0,0.0008,24.7
1064,307.7,61.0,103,1874.3,0.0005,24.7
1065,313.6,62.9,99,1836.2,0.0004,24.7
1066,316.4,62.8,111,1884.4,0.0002,24.7
